title,spoken_languages,production_companies,production_countries,genres,keywords,original_language,popularity
Hitch,English,Columbia Pictures Corporation,United States of America,Drama,romantic comedy,en,34.576913
George of the Jungle,English,Walt Disney Pictures,United States of America,Comedy,san francisco,en,22.573237
American Wedding,English,Universal Pictures,United States of America,Comedy,wedding,en,36.194802
Captain Phillips,English,Columbia Pictures,United States of America,Drama,blood,en,52.786917
Date Night,English,Twentieth Century Fox Film Corporation,United States of America,Comedy,duringcreditsstinger,en,38.061679999999996
Casper,English,Universal Pictures,United States of America,Comedy,friendship,en,19.830132
The Equalizer,English,Columbia Pictures,United States of America,Thriller,violence,en,79.92205899999999
Maid in Manhattan,English,Red Om Films,United States of America,Drama,hotel,en,19.738215
Crimson Tide,English,Hollywood Pictures,United States of America,Drama,military,en,20.334629
The Pursuit of Happyness,English,Relativity Media,United States of America,Drama,biography,en,80.581367
Flightplan,English,Touchstone Pictures,United States of America,Drama,airplane,en,32.05145
Disclosure,English,Warner Bros.,United States of America,Drama,intrigue,en,15.064058
City of Angels,English,Warner Bros.,United States of America,Drama,los angeles,en,21.272734
Kill Bill: Vol. 1,English,Miramax Films,United States of America,Action,revenge,en,79.75496600000001
Bowfinger,English,Universal Pictures,United States of America,Comedy,hollywood,en,13.191829
Kill Bill: Vol. 2,English,Miramax Films,United States of America,Thriller,duringcreditsstinger,en,50.622607
Tango & Cash,English,Warner Bros.,United States of America,Comedy,los angeles,en,22.787667000000003
Death Becomes Her,English,Universal Pictures,United States of America,Comedy,jealousy,en,29.498303999999997
Shanghai Noon,English,Touchstone Pictures,United States of America,Comedy,duringcreditsstinger,en,25.400935
Executive Decision,English,Warner Bros.,United States of America,Drama,violence,en,17.231675
Mr. Popper's Penguins,English,Twentieth Century Fox Film Corporation,United States of America,Comedy,duringcreditsstinger,en,32.835777
The Forbidden Kingdom,English,Relativity Media,United States of America,Action,teenager,en,17.097041
Free Birds,English,Relativity Media,United States of America,Comedy,duringcreditsstinger,en,14.414937
Alien³,English,Twentieth Century Fox Film Corporation,United States of America,Action,dystopia,en,45.856409
Evita,English,Hollywood Pictures,United States of America,Drama,prostitute,en,7.027139
Ronin,English,United Artists,United States of America,Thriller,violence,en,32.657488
The Ghost and the Darkness,English,Paramount,United States of America,Adventure,based on true story,en,12.46525
Paddington,English,Canal+,United Kingdom,Comedy,based on novel,en,39.882276
The Watch,English,Twentieth Century Fox Film Corporation,United States of America,Comedy,friendship,en,39.395881
The Hunted,English,Lakeshore Entertainment,United States of America,Drama,fbi,en,8.634953999999999
Instinct,English,Touchstone Pictures,United States of America,Drama,murder,en,7.386394
Stuck on You,English,Twentieth Century Fox Film Corporation,United States of America,Comedy,sex,en,8.802525
Semi-Pro,English,New Line Cinema,United States of America,Comedy,sport,en,10.449975
The Pirates! In an Adventure with Scientists!,English,Columbia Pictures,United Kingdom,Comedy,duringcreditsstinger,en,23.700758999999998
Changeling,English,Relativity Media,United States of America,Drama,murder,en,27.509159999999998
Chain Reaction,English,Twentieth Century Fox Film Corporation,United States of America,Drama,aftercreditsstinger,en,20.588620000000002
The Fan,English,TriStar Pictures,United States of America,Drama,sport,en,4.3664879999999995
The Phantom of the Opera,English,Warner Bros.,United States of America,Drama,musical,en,18.927463
Elizabeth: The Golden Age,English,Universal Pictures,United Kingdom,Drama,england,en,15.274137
Æon Flux,English,Paramount Pictures,United States of America,Action,woman director,en,29.954302000000002
Gods and Generals,English,Warner Bros. Pictures,United States of America,Drama,war,en,4.362535
Turbulence,English,Metro-Goldwyn-Mayer (MGM),United States of America,Thriller,airplane,en,4.700024
Imagine That,English,Paramount Pictures,United States of America,Comedy,N/A,en,12.340384
Muppets Most Wanted,English,Buena Vista,United States of America,Comedy,musical,en,14.808304000000001
Thunderbirds,English,Working Title Films,United Kingdom,Comedy,based on tv series,en,9.27875
Burlesque,English,Bedford Falls Productions,United States of America,Drama,musical,en,22.863516
A Very Long Engagement,Français,Warner Bros.,France,Drama,paris,fr,23.05451
Lolita,English,Seven Arts Productions,United States of America,Drama,small town,en,23.962108999999998
D-Tox,English,Universal Pictures,United States of America,Thriller,serial killer,en,12.669777999999999
Blade II,English,New Line Cinema,United States of America,Thriller,violence,en,67.16958699999999
Seven Pounds,English,Columbia Pictures,United States of America,Drama,vegetarian,en,41.472404
Bullet to the Head,English,Dark Castle Entertainment,United States of America,Thriller,N/A,en,22.503935000000002
The Godfather: Part III,English,Paramount Pictures,United States of America,Drama,new york,en,59.194915
Elizabethtown,English,Paramount Pictures,United States of America,Drama,suicide,en,22.894898
"You, Me and Dupree",English,Universal Pictures,United States of America,Comedy,love of one's life,en,18.600367000000002
Superman II,English,Warner Bros.,United States of America,Action,duringcreditsstinger,en,30.515175
Gigli,English,Revolution Studios,United States of America,Drama,new york,en,9.053456
All the King's Men,English,Relativity Media,United States of America,Drama,based on novel,en,7.768223
Shaft,English,Paramount Pictures,United States of America,Thriller,murder,en,19.643365
Anastasia,English,Twentieth Century Fox Film Corporation,United States of America,Family,musical,en,45.565917999999996
Moulin Rouge!,English,Twentieth Century Fox Film Corporation,United States of America,Drama,musical,en,57.374341
Domestic Disturbance,English,Paramount Pictures,United States of America,Thriller,murder,en,8.418560000000001
Black Mass,English,RatPac-Dune Entertainment,United States of America,Drama,based on true story,en,46.049902
Flags of Our Fathers,English,Warner Bros.,United States of America,Drama,duringcreditsstinger,en,23.9366
Law Abiding Citizen,English,Warp Films,United States of America,Drama,explosion,en,49.593978
Grindhouse,English,Dimension Films,United States of America,Thriller,zombie,en,16.637642
Beloved,English,Touchstone Pictures,United States of America,Drama,N/A,en,1.453765
Lucky You,English,Warner Bros.,United States of America,Drama,sport,en,6.162872
Catch Me If You Can,English,Parkes/MacDonald Productions,United States of America,Drama,biography,en,73.94404899999999
Zero Dark Thirty,English,Columbia Pictures,United States of America,Drama,woman director,en,38.306954
The Break-Up,English,Universal Pictures,United States of America,Comedy,new love,en,26.251216999999997
Mamma Mia!,English,Universal Pictures,United States of America,Comedy,woman director,en,30.780599
Valentine's Day,English,New Line Cinema,United States of America,Comedy,duringcreditsstinger,en,25.41929
The Dukes of Hazzard,English,Warner Bros.,United States of America,Comedy,sheriff,en,15.982120000000002
The Thin Red Line,English,Fox 2000 Pictures,United States of America,Drama,based on novel,en,40.072583
The Change-Up,English,Universal Pictures,United States of America,Comedy,jealousy,en,32.015477000000004
Man on the Moon,English,Mutual Film Company,United States of America,Drama,comedian,en,24.444186
Casino,English,Universal Pictures,United States of America,Drama,1970s,en,40.06688
From Paris with Love,English,Canal+,United Kingdom,Thriller,cia,en,27.916284
Bulletproof Monk,English,Metro-Goldwyn-Mayer (MGM),United States of America,Comedy,homeless person,en,15.207070000000002
"Me, Myself & Irene",English,Twentieth Century Fox Film Corporation,United States of America,Comedy,duringcreditsstinger,en,39.001682
Barnyard,English,Paramount Pictures,United States of America,Comedy,family,en,10.430832
Deck the Halls,English,Regency Enterprises,United States of America,Comedy,christmas,en,5.952527
The Twilight Saga: New Moon,English,Summit Entertainment,United States of America,Drama,vampire,en,94.815867
Shrek,English,DreamWorks SKG,United States of America,Comedy,woman director,en,67.298732
The Adjustment Bureau,English,Universal Pictures,United States of America,Thriller,future,en,26.60772
Robin Hood: Prince of Thieves,English,Warner Bros.,United States of America,Adventure,england,en,28.803728999999997
Jerry Maguire,English,TriStar Pictures,United States of America,Drama,sport,en,27.039635999999998
Ted,English,Universal Pictures,United States of America,Comedy,friendship,en,68.87691
As Good as It Gets,English,TriStar Pictures,United States of America,Comedy,friendship,en,37.885022
Patch Adams,English,Universal Pictures,United States of America,Drama,hospital,en,35.537397
Anchorman 2: The Legend Continues,English,Paramount Pictures,United States of America,Comedy,aftercreditsstinger,en,38.125008
Mr. Deeds,English,New Line Cinema,United States of America,Comedy,new york city,en,18.121404000000002
Super 8,English,Paramount Pictures,United States of America,Thriller,duringcreditsstinger,en,37.069253
Erin Brockovich,English,Jersey Films,United States of America,Drama,biography,en,30.347332
How to Lose a Guy in 10 Days,English,Paramount Pictures,United States of America,Comedy,new york,en,23.854701000000002
22 Jump Street,English,Columbia Pictures,United States of America,Comedy,duringcreditsstinger,en,52.380982
Interview with the Vampire,English,Geffen Pictures,United States of America,Romance,paris,en,50.163785
Yes Man,English,Warner Bros.,United States of America,Comedy,scooter,en,43.849351
Central Intelligence,English,Universal Pictures,United States of America,Comedy,cia,en,45.318703
Stepmom,English,Columbia Pictures,United States of America,Drama,divorce,en,16.368282999999998
Daddy's Home,English,Paramount Pictures,United States of America,Comedy,daddys home,en,38.616744
Into the Woods,English,Walt Disney Pictures,United States of America,Comedy,duringcreditsstinger,en,65.90160999999999
Inside Man,English,Universal Pictures,United States of America,Drama,kidnapping,en,45.220386
Payback,English,Paramount Pictures,United States of America,Drama,new york,en,17.457947
Congo,English,Paramount Pictures,United States of America,Drama,gorilla,en,10.755847
We Bought a Zoo,English,Twentieth Century Fox Film Corporation,United States of America,Drama,zoo,en,38.629763
Knowing,English,Summit Entertainment,United States of America,Drama,suspense,en,32.693093
Failure to Launch,English,Paramount Pictures,United States of America,Comedy,romantic comedy,en,18.806031
The Ring Two,English,BenderSpink,United States of America,Drama,based on novel,en,32.233713
"Crazy, Stupid, Love.",English,Warner Bros.,United States of America,Drama,relationship,en,37.990705
Garfield,English,Twentieth Century Fox Film Corporation,United States of America,Comedy,competition,en,17.667826
